subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,arrival_time
176,random,23,229,"{'cx': 297, 'u2': 169, 'cu1': 139, 'h': 94, 'u1': 79, 'u3': 59, 'ry': 42, 'rx': 28, 'ccx': 28, 'rzz': 25, 't': 23, 'measure': 23, 'tdg': 21, 'rz': 20, 'cu3': 20, 's': 15, 'cry': 13, 'rxx': 12, 'ch': 12, 'swap': 12, 'cy': 12, 'crx': 11, 'crz': 10, 'cswap': 9, 'cz': 7, 'cp': 7, 'p': 6, 'y': 6, 'x': 6, 'u': 6, 'sx': 5, 'z': 3, 'sxdg': 1, 'sdg': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1840,"{'cx': 3884, 'rz': 2290, 'sx': 1070, 'x': 98, 'measure': 23, 'barrier': 1}",127,1934,"{'cx': 3906, 'rz': 2274, 'sx': 1035, 'x': 86, 'measure': 23, 'barrier': 1}",10605.649253486727
176,su2random,37,150,"{'cx': 1998, 'u3': 148, 'measure': 37, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1416,"{'cx': 5952, 'rz': 2254, 'sx': 1471, 'x': 146, 'measure': 37, 'barrier': 1}",10605.683911936994
176,qftentangled,30,63,"{'cp': 435, 'h': 31, 'measure': 30, 'cx': 29, 'swap': 15, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,947,"{'rz': 2139, 'cx': 1979, 'sx': 979, 'x': 64, 'measure': 30, 'barrier': 1}",10605.852650809957
176,ae,18,102,"{'cp': 136, 'cx': 34, 'u': 18, 'measure': 18, 'u2': 17, 'u3': 17, 'h': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,606,"{'cx': 676, 'rz': 629, 'sx': 230, 'x': 27, 'measure': 18, 'barrier': 1}",127,564,"{'cx': 648, 'rz': 638, 'sx': 233, 'x': 22, 'measure': 18, 'barrier': 1}",10606.25205537178
176,ghz,34,35,"{'measure': 34, 'cx': 33, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,37,"{'measure': 34, 'cx': 33, 'rz': 2, 'sx': 1, 'barrier': 1}",10607.872028259826
176,random,34,368,"{'cx': 723, 'u2': 379, 'cu1': 234, 'u1': 209, 'h': 182, 'u3': 131, 'ry': 120, 'rx': 57, 'ccx': 56, 'rzz': 49, 'cu3': 47, 's': 39, 'rz': 38, 'swap': 37, 'measure': 34, 'crz': 30, 'cry': 27, 't': 27, 'cswap': 27, 'tdg': 26, 'cp': 24, 'crx': 24, 'ch': 23, 'cz': 22, 'cy': 21, 'x': 19, 'sx': 18, 'p': 18, 'rxx': 17, 'sxdg': 15, 'y': 14, 'u': 12, 'z': 9, 'sdg': 6, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,4245,"{'cx': 11045, 'rz': 5013, 'sx': 2400, 'x': 205, 'measure': 34, 'barrier': 1}",10611.378109578154
176,qpeinexact,12,35,"{'cp': 66, 'h': 22, 'measure': 11, 'swap': 5, 'x': 1, 'barrier': 1}",-1,-1,{},16,333,"{'cx': 328, 'rz': 304, 'sx': 105, 'x': 18, 'measure': 11, 'barrier': 1}",27,350,"{'cx': 327, 'rz': 255, 'sx': 69, 'x': 11, 'measure': 11, 'barrier': 1}",127,366,"{'cx': 322, 'rz': 264, 'sx': 71, 'x': 13, 'measure': 11, 'barrier': 1}",10612.395211313486
176,qpeinexact,8,23,"{'cp': 28, 'h': 14, 'measure': 7, 'swap': 3, 'x': 1, 'barrier': 1}",-1,-1,{},16,149,"{'cx': 114, 'rz': 108, 'sx': 29, 'measure': 7, 'x': 5, 'barrier': 1}",27,149,"{'cx': 114, 'rz': 112, 'sx': 29, 'measure': 7, 'x': 4, 'barrier': 1}",127,167,"{'cx': 133, 'rz': 102, 'sx': 21, 'measure': 7, 'x': 2, 'barrier': 1}",10612.41313330402
176,qpeinexact,29,86,"{'cp': 406, 'h': 56, 'measure': 28, 'swap': 14, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1148,"{'cx': 2213, 'rz': 1517, 'sx': 431, 'x': 72, 'measure': 28, 'barrier': 1}",10613.12452199708
176,su2random,33,134,"{'cx': 1584, 'u3': 132, 'measure': 33, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1364,"{'cx': 4606, 'rz': 2104, 'sx': 1370, 'x': 90, 'measure': 33, 'barrier': 1}",10615.118162605444
176,twolocalrandom,12,50,"{'cx': 198, 'ry': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,370,"{'cx': 624, 'rz': 201, 'sx': 167, 'measure': 12, 'x': 3, 'barrier': 1}",27,380,"{'cx': 540, 'rz': 412, 'sx': 291, 'x': 21, 'measure': 12, 'barrier': 1}",127,361,"{'cx': 587, 'rz': 253, 'sx': 205, 'measure': 12, 'x': 9, 'barrier': 1}",10615.550153989552
176,qpeexact,7,16,"{'cp': 19, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,104,"{'rz': 85, 'cx': 82, 'sx': 26, 'measure': 6, 'x': 4, 'barrier': 1}",16,99,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 3, 'barrier': 1}",27,99,"{'rz': 76, 'cx': 76, 'sx': 23, 'measure': 6, 'x': 4, 'barrier': 1}",127,98,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 2, 'barrier': 1}",10616.368926425383
176,qftentangled,34,71,"{'cp': 561, 'h': 35, 'measure': 34, 'cx': 33, 'swap': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1049,"{'cx': 2779, 'rz': 1839, 'sx': 451, 'x': 57, 'measure': 34, 'barrier': 1}",10618.99626060937
176,dj,23,25,"{'u2': 23, 'h': 22, 'cx': 22, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,103,"{'rz': 86, 'cx': 78, 'sx': 47, 'measure': 22, 'x': 7, 'barrier': 1}",127,93,"{'rz': 86, 'cx': 62, 'sx': 49, 'measure': 22, 'x': 4, 'barrier': 1}",10619.35965518066
177,twolocalrandom,47,190,"{'cx': 3243, 'ry': 188, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1576,"{'cx': 9008, 'rz': 4764, 'sx': 2834, 'x': 292, 'measure': 47, 'barrier': 1}",10620.37826154078
177,realamprandom,14,58,"{'cx': 273, 'ry': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,437,"{'cx': 896, 'rz': 324, 'sx': 237, 'measure': 14, 'x': 6, 'barrier': 1}",27,481,"{'cx': 934, 'rz': 293, 'sx': 228, 'x': 14, 'measure': 14, 'barrier': 1}",127,336,"{'cx': 819, 'rz': 382, 'sx': 281, 'x': 19, 'measure': 14, 'barrier': 1}",10620.755279253865
177,dj,19,21,"{'u2': 21, 'cx': 18, 'measure': 18, 'h': 16, 'barrier': 1}",-1,-1,{},-1,-1,{},27,64,"{'rz': 65, 'cx': 42, 'sx': 38, 'measure': 18, 'x': 1, 'barrier': 1}",127,69,"{'rz': 70, 'sx': 41, 'cx': 40, 'measure': 18, 'x': 3, 'barrier': 1}",10621.031152980906
177,twolocalrandom,8,34,"{'cx': 84, 'ry': 32, 'measure': 8, 'barrier': 1}",-1,-1,{},16,188,"{'cx': 221, 'rz': 106, 'sx': 87, 'measure': 8, 'x': 3, 'barrier': 1}",27,221,"{'cx': 226, 'rz': 112, 'sx': 97, 'measure': 8, 'x': 5, 'barrier': 1}",127,211,"{'cx': 233, 'rz': 92, 'sx': 83, 'measure': 8, 'x': 2, 'barrier': 1}",10622.979171526593
177,ae,18,102,"{'cp': 136, 'cx': 34, 'u': 18, 'measure': 18, 'u2': 17, 'u3': 17, 'h': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,606,"{'cx': 676, 'rz': 629, 'sx': 230, 'x': 27, 'measure': 18, 'barrier': 1}",127,564,"{'cx': 648, 'rz': 638, 'sx': 233, 'x': 22, 'measure': 18, 'barrier': 1}",10623.174119592262
177,qnn,20,195,"{'cx': 779, 'p': 380, 'u2': 40, 'ry': 40, 'measure': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,682,"{'cx': 1629, 'rz': 1057, 'sx': 464, 'x': 60, 'measure': 20, 'barrier': 1}",127,680,"{'cx': 1548, 'rz': 1112, 'sx': 468, 'x': 87, 'measure': 20, 'barrier': 1}",10623.799995953925
177,realamprandom,16,66,"{'cx': 360, 'ry': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,543,"{'cx': 1207, 'rz': 368, 'sx': 270, 'measure': 16, 'x': 7, 'barrier': 1}",27,505,"{'cx': 1099, 'rz': 428, 'sx': 314, 'x': 24, 'measure': 16, 'barrier': 1}",127,574,"{'cx': 1218, 'rz': 430, 'sx': 314, 'x': 17, 'measure': 16, 'barrier': 1}",10624.6164167645
177,qpeinexact,27,80,"{'cp': 351, 'h': 52, 'measure': 26, 'swap': 13, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,920,"{'cx': 1853, 'rz': 1293, 'sx': 343, 'x': 49, 'measure': 26, 'barrier': 1}",127,938,"{'cx': 2032, 'rz': 1194, 'sx': 267, 'x': 41, 'measure': 26, 'barrier': 1}",10626.926331098859
177,twolocalrandom,7,30,"{'cx': 63, 'ry': 28, 'measure': 7, 'barrier': 1}",7,171,"{'cx': 147, 'rz': 114, 'sx': 85, 'measure': 7, 'x': 4, 'barrier': 1}",16,167,"{'cx': 153, 'rz': 139, 'sx': 107, 'measure': 7, 'x': 5, 'barrier': 1}",27,162,"{'cx': 142, 'rz': 108, 'sx': 88, 'measure': 7, 'x': 5, 'barrier': 1}",127,169,"{'cx': 168, 'rz': 75, 'sx': 68, 'measure': 7, 'x': 1, 'barrier': 1}",10627.197665111893
177,random,6,34,"{'cx': 17, 'u2': 12, 'u3': 7, 'measure': 6, 'ry': 4, 'rx': 4, 'u1': 3, 'h': 3, 'cu1': 3, 'tdg': 2, 't': 2, 'cry': 2, 'cy': 2, 'rz': 2, 'crz': 1, 'swap': 1, 'cz': 1, 'u': 1, 'cu3': 1, 'rzz': 1, 'cswap': 1, 's': 1, 'crx': 1, 'barrier': 1}",7,128,"{'rz': 103, 'cx': 83, 'sx': 60, 'measure': 6, 'x': 3, 'barrier': 1}",16,127,"{'rz': 103, 'cx': 78, 'sx': 57, 'measure': 6, 'x': 4, 'barrier': 1}",27,132,"{'rz': 102, 'cx': 78, 'sx': 57, 'measure': 6, 'x': 2, 'barrier': 1}",127,126,"{'rz': 102, 'cx': 78, 'sx': 57, 'measure': 6, 'x': 3, 'barrier': 1}",10627.868552163563
177,ae,44,258,"{'cp': 903, 'cx': 86, 'u': 44, 'measure': 44, 'u2': 43, 'u3': 43, 'h': 43, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1607,"{'rz': 3712, 'cx': 3702, 'sx': 1521, 'x': 120, 'measure': 44, 'barrier': 1}",10630.305418684047
177,realamprandom,50,202,"{'cx': 3675, 'ry': 200, 'measure': 50, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1453,"{'cx': 8943, 'rz': 4823, 'sx': 2899, 'x': 362, 'measure': 50, 'barrier': 1}",10631.754893515343
177,dj,10,12,"{'u2': 13, 'cx': 9, 'measure': 9, 'h': 6, 'barrier': 1}",-1,-1,{},16,34,"{'rz': 37, 'sx': 21, 'cx': 16, 'measure': 9, 'x': 4, 'barrier': 1}",27,41,"{'rz': 37, 'sx': 22, 'cx': 18, 'measure': 9, 'x': 3, 'barrier': 1}",127,37,"{'rz': 33, 'cx': 25, 'sx': 19, 'measure': 9, 'barrier': 1}",10633.557438825414
177,qpeinexact,28,83,"{'cp': 378, 'h': 54, 'measure': 27, 'swap': 13, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1038,"{'cx': 2073, 'rz': 1403, 'sx': 362, 'x': 54, 'measure': 27, 'barrier': 1}",10634.14786276427
177,ghz,40,41,"{'measure': 40, 'cx': 39, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,43,"{'measure': 40, 'cx': 39, 'rz': 2, 'sx': 1, 'barrier': 1}",10634.371637453673
177,qft,15,31,"{'cp': 105, 'h': 15, 'measure': 15, 'swap': 7, 'barrier': 1}",-1,-1,{},16,321,"{'cx': 507, 'rz': 396, 'sx': 111, 'x': 23, 'measure': 15, 'barrier': 1}",27,371,"{'cx': 533, 'rz': 376, 'sx': 99, 'measure': 15, 'x': 14, 'barrier': 1}",127,330,"{'cx': 512, 'rz': 437, 'sx': 155, 'x': 22, 'measure': 15, 'barrier': 1}",10635.114468543765
177,qnn,4,35,"{'cx': 27, 'p': 12, 'u2': 8, 'ry': 8, 'measure': 4, 'barrier': 1}",7,76,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",16,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",27,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",127,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",10635.58218371284
177,qpeexact,7,16,"{'cp': 19, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,104,"{'rz': 85, 'cx': 82, 'sx': 26, 'measure': 6, 'x': 4, 'barrier': 1}",16,99,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 3, 'barrier': 1}",27,99,"{'rz': 76, 'cx': 76, 'sx': 23, 'measure': 6, 'x': 4, 'barrier': 1}",127,98,"{'rz': 77, 'cx': 76, 'sx': 24, 'measure': 6, 'x': 2, 'barrier': 1}",10639.607432483124
177,qpeexact,38,113,"{'cp': 703, 'h': 74, 'measure': 37, 'swap': 18, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1515,"{'cx': 3650, 'rz': 2539, 'sx': 781, 'x': 85, 'measure': 37, 'barrier': 1}",10640.537599332712
177,random,23,229,"{'cx': 297, 'u2': 169, 'cu1': 139, 'h': 94, 'u1': 79, 'u3': 59, 'ry': 42, 'rx': 28, 'ccx': 28, 'rzz': 25, 't': 23, 'measure': 23, 'tdg': 21, 'rz': 20, 'cu3': 20, 's': 15, 'cry': 13, 'rxx': 12, 'ch': 12, 'swap': 12, 'cy': 12, 'crx': 11, 'crz': 10, 'cswap': 9, 'cz': 7, 'cp': 7, 'p': 6, 'y': 6, 'x': 6, 'u': 6, 'sx': 5, 'z': 3, 'sxdg': 1, 'sdg': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1840,"{'cx': 3884, 'rz': 2290, 'sx': 1070, 'x': 98, 'measure': 23, 'barrier': 1}",127,1934,"{'cx': 3906, 'rz': 2274, 'sx': 1035, 'x': 86, 'measure': 23, 'barrier': 1}",10641.791299253735
177,qft,37,75,"{'cp': 666, 'h': 37, 'measure': 37, 'swap': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1106,"{'cx': 2944, 'rz': 2156, 'sx': 657, 'x': 99, 'measure': 37, 'barrier': 1}",10641.98738900551
177,random,29,310,"{'cx': 528, 'u2': 276, 'u1': 167, 'cu1': 154, 'h': 133, 'u3': 88, 'ry': 81, 'rx': 52, 'ccx': 33, 'cu3': 31, 's': 29, 'measure': 29, 'rzz': 28, 'tdg': 26, 'sx': 26, 'rz': 26, 't': 26, 'crz': 24, 'cy': 23, 'ch': 23, 'cp': 20, 'x': 20, 'cry': 19, 'crx': 19, 'swap': 16, 'cswap': 16, 'rxx': 16, 'p': 12, 'cz': 12, 'sdg': 9, 'sxdg': 8, 'z': 7, 'y': 7, 'u': 3, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2866,"{'cx': 7032, 'rz': 3483, 'sx': 1711, 'x': 139, 'measure': 29, 'barrier': 1}",10643.82421358298
177,su2random,16,66,"{'cx': 360, 'u3': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,595,"{'cx': 1166, 'rz': 479, 'sx': 344, 'measure': 16, 'x': 9, 'barrier': 1}",27,616,"{'cx': 1167, 'rz': 424, 'sx': 321, 'measure': 16, 'x': 15, 'barrier': 1}",127,451,"{'cx': 1036, 'rz': 393, 'sx': 283, 'measure': 16, 'x': 12, 'barrier': 1}",10644.372423391318
177,ae,34,198,"{'cp': 528, 'cx': 66, 'u': 34, 'measure': 34, 'u2': 33, 'u3': 33, 'h': 33, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1325,"{'cx': 2411, 'rz': 2100, 'sx': 729, 'x': 76, 'measure': 34, 'barrier': 1}",10647.284402987378
177,su2random,17,70,"{'cx': 408, 'u3': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,295,"{'cx': 1063, 'rz': 208, 'sx': 174, 'measure': 17, 'x': 4, 'barrier': 1}",127,388,"{'cx': 1155, 'rz': 292, 'sx': 234, 'measure': 17, 'x': 13, 'barrier': 1}",10647.610058518887
177,ae,23,132,"{'cp': 231, 'cx': 44, 'u': 23, 'measure': 23, 'u2': 22, 'u3': 22, 'h': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,840,"{'cx': 1094, 'rz': 1041, 'sx': 391, 'x': 25, 'measure': 23, 'barrier': 1}",127,799,"{'cx': 1156, 'rz': 937, 'sx': 296, 'x': 31, 'measure': 23, 'barrier': 1}",10649.00975121319
177,qpeexact,8,23,"{'cp': 28, 'h': 14, 'measure': 7, 'swap': 3, 'x': 1, 'barrier': 1}",-1,-1,{},16,156,"{'rz': 122, 'cx': 119, 'sx': 40, 'measure': 7, 'x': 4, 'barrier': 1}",27,157,"{'rz': 115, 'cx': 109, 'sx': 35, 'measure': 7, 'x': 6, 'barrier': 1}",127,154,"{'cx': 111, 'rz': 108, 'sx': 32, 'measure': 7, 'x': 6, 'barrier': 1}",10649.612968641288
177,qpeexact,36,107,"{'cp': 630, 'h': 70, 'measure': 35, 'swap': 17, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1362,"{'cx': 3164, 'rz': 2393, 'sx': 787, 'x': 103, 'measure': 35, 'barrier': 1}",10650.601225516693
177,realamprandom,9,38,"{'cx': 108, 'ry': 36, 'measure': 9, 'barrier': 1}",-1,-1,{},16,278,"{'cx': 302, 'rz': 161, 'sx': 128, 'measure': 9, 'x': 6, 'barrier': 1}",27,245,"{'cx': 301, 'rz': 149, 'sx': 121, 'measure': 9, 'x': 4, 'barrier': 1}",127,210,"{'cx': 239, 'rz': 228, 'sx': 174, 'x': 9, 'measure': 9, 'barrier': 1}",10651.316966395532
177,ghz,14,15,"{'measure': 14, 'cx': 13, 'h': 1, 'barrier': 1}",-1,-1,{},16,28,"{'cx': 17, 'measure': 14, 'rz': 9, 'sx': 5, 'barrier': 1}",27,17,"{'measure': 14, 'cx': 13, 'rz': 2, 'sx': 1, 'barrier': 1}",127,17,"{'measure': 14, 'cx': 13, 'rz': 2, 'sx': 1, 'barrier': 1}",10651.979718501263
177,qftentangled,47,97,"{'cp': 1081, 'h': 48, 'measure': 47, 'cx': 46, 'swap': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1483,"{'cx': 4735, 'rz': 4434, 'sx': 1805, 'x': 108, 'measure': 47, 'barrier': 1}",10653.355211876938
177,qnn,43,425,"{'cx': 3654, 'p': 1806, 'u2': 86, 'ry': 86, 'measure': 43, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1281,"{'cx': 7210, 'rz': 6311, 'sx': 3420, 'x': 173, 'measure': 43, 'barrier': 1}",10654.77257297055
177,ae,31,180,"{'cp': 435, 'cx': 60, 'u': 31, 'measure': 31, 'u2': 30, 'u3': 30, 'h': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,862,"{'rz': 2323, 'cx': 1861, 'sx': 1052, 'x': 37, 'measure': 31, 'barrier': 1}",10654.837732553127
177,qpeexact,29,86,"{'cp': 406, 'h': 56, 'measure': 28, 'swap': 14, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,998,"{'cx': 2168, 'rz': 1556, 'sx': 456, 'x': 64, 'measure': 28, 'barrier': 1}",10655.58459405405
177,ae,32,186,"{'cp': 465, 'cx': 62, 'u': 32, 'measure': 32, 'u2': 31, 'u3': 31, 'h': 31, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1140,"{'cx': 2115, 'rz': 1980, 'sx': 764, 'x': 55, 'measure': 32, 'barrier': 1}",10655.847279036458
177,qnn,32,315,"{'cx': 2015, 'p': 992, 'u2': 64, 'ry': 64, 'measure': 32, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,970,"{'cx': 4179, 'rz': 2984, 'sx': 1521, 'x': 57, 'measure': 32, 'barrier': 1}",10656.352513608572
177,ghz,15,16,"{'measure': 15, 'cx': 14, 'h': 1, 'barrier': 1}",-1,-1,{},16,34,"{'rz': 16, 'cx': 16, 'measure': 15, 'sx': 9, 'x': 2, 'barrier': 1}",27,18,"{'measure': 15, 'cx': 14, 'rz': 2, 'sx': 1, 'barrier': 1}",127,18,"{'measure': 15, 'cx': 14, 'rz': 2, 'sx': 1, 'barrier': 1}",10656.401795934138
177,twolocalrandom,50,202,"{'cx': 3675, 'ry': 200, 'measure': 50, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2182,"{'cx': 11327, 'rz': 3545, 'sx': 2336, 'x': 207, 'measure': 50, 'barrier': 1}",10658.118380535243
177,twolocalrandom,10,42,"{'cx': 135, 'ry': 40, 'measure': 10, 'barrier': 1}",-1,-1,{},16,322,"{'cx': 406, 'rz': 203, 'sx': 157, 'measure': 10, 'x': 7, 'barrier': 1}",27,263,"{'cx': 365, 'rz': 180, 'sx': 140, 'measure': 10, 'x': 4, 'barrier': 1}",127,275,"{'cx': 370, 'rz': 185, 'sx': 144, 'x': 12, 'measure': 10, 'barrier': 1}",10659.076432942431
177,qft,10,21,"{'cp': 45, 'h': 10, 'measure': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,214,"{'cx': 212, 'rz': 175, 'sx': 54, 'x': 11, 'measure': 10, 'barrier': 1}",27,196,"{'cx': 217, 'rz': 171, 'sx': 50, 'measure': 10, 'x': 9, 'barrier': 1}",127,183,"{'cx': 210, 'rz': 151, 'sx': 34, 'measure': 10, 'x': 6, 'barrier': 1}",10659.127640783547
177,qpeexact,30,87,"{'cp': 434, 'h': 58, 'measure': 29, 'swap': 14, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1167,"{'cx': 2377, 'rz': 1511, 'sx': 352, 'x': 42, 'measure': 29, 'barrier': 1}",10659.97401372051
177,su2random,45,182,"{'cx': 2970, 'u3': 180, 'measure': 45, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1453,"{'cx': 8969, 'rz': 3208, 'sx': 2016, 'x': 188, 'measure': 45, 'barrier': 1}",10661.695830325003
177,realamprandom,45,182,"{'cx': 2970, 'ry': 180, 'measure': 45, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1465,"{'cx': 7893, 'rz': 4242, 'sx': 2534, 'x': 328, 'measure': 45, 'barrier': 1}",10661.951404489779
177,qftentangled,44,91,"{'cp': 946, 'h': 45, 'measure': 44, 'cx': 43, 'swap': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1239,"{'cx': 4309, 'rz': 3380, 'sx': 1213, 'x': 146, 'measure': 44, 'barrier': 1}",10663.047930417273
177,qpeexact,50,149,"{'cp': 1225, 'h': 98, 'measure': 49, 'swap': 24, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2149,"{'cx': 6093, 'rz': 4431, 'sx': 1504, 'x': 185, 'measure': 49, 'barrier': 1}",10663.595255212105
177,qft,47,95,"{'cp': 1081, 'h': 47, 'measure': 47, 'swap': 23, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1025,"{'cx': 4692, 'rz': 3197, 'sx': 999, 'x': 86, 'measure': 47, 'barrier': 1}",10665.783143347235
177,qpeexact,44,131,"{'cp': 946, 'h': 86, 'measure': 43, 'swap': 21, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1944,"{'cx': 4752, 'rz': 3298, 'sx': 1043, 'x': 150, 'measure': 43, 'barrier': 1}",10666.777145331516
177,realamprandom,12,50,"{'cx': 198, 'ry': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,417,"{'cx': 721, 'rz': 297, 'sx': 227, 'measure': 12, 'x': 7, 'barrier': 1}",27,409,"{'cx': 671, 'rz': 199, 'sx': 166, 'measure': 12, 'x': 5, 'barrier': 1}",127,281,"{'cx': 455, 'rz': 383, 'sx': 278, 'x': 19, 'measure': 12, 'barrier': 1}",10667.652307067434
177,su2random,25,102,"{'cx': 900, 'u3': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1014,"{'cx': 2849, 'rz': 970, 'sx': 665, 'x': 58, 'measure': 25, 'barrier': 1}",127,761,"{'cx': 2755, 'rz': 1035, 'sx': 734, 'x': 84, 'measure': 25, 'barrier': 1}",10669.448664449259
177,twolocalrandom,22,90,"{'cx': 693, 'ry': 88, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,526,"{'cx': 1880, 'rz': 751, 'sx': 515, 'x': 32, 'measure': 22, 'barrier': 1}",127,481,"{'cx': 2069, 'rz': 347, 'sx': 277, 'measure': 22, 'x': 13, 'barrier': 1}",10669.636542321427
177,qnn,31,305,"{'cx': 1890, 'p': 930, 'u2': 62, 'ry': 62, 'measure': 31, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1036,"{'rz': 3898, 'cx': 3454, 'sx': 2210, 'x': 117, 'measure': 31, 'barrier': 1}",10669.721395484941
177,su2random,18,74,"{'cx': 459, 'u3': 72, 'measure': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},27,379,"{'cx': 1121, 'rz': 412, 'sx': 310, 'measure': 18, 'x': 17, 'barrier': 1}",127,583,"{'cx': 1383, 'rz': 573, 'sx': 411, 'x': 40, 'measure': 18, 'barrier': 1}",10670.732421380053
177,qpeinexact,34,101,"{'cp': 561, 'h': 66, 'measure': 33, 'swap': 16, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1161,"{'cx': 2983, 'rz': 1875, 'sx': 507, 'x': 63, 'measure': 33, 'barrier': 1}",10674.67856018237
177,qnn,12,115,"{'cx': 275, 'p': 132, 'u2': 24, 'ry': 24, 'measure': 12, 'barrier': 1}",-1,-1,{},16,336,"{'cx': 544, 'rz': 459, 'sx': 236, 'x': 17, 'measure': 12, 'barrier': 1}",27,379,"{'cx': 566, 'rz': 359, 'sx': 159, 'x': 19, 'measure': 12, 'barrier': 1}",127,350,"{'cx': 563, 'rz': 393, 'sx': 188, 'x': 14, 'measure': 12, 'barrier': 1}",10674.752432982208
177,qpeinexact,26,77,"{'cp': 325, 'h': 50, 'measure': 25, 'swap': 12, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,986,"{'cx': 1786, 'rz': 1195, 'sx': 298, 'x': 43, 'measure': 25, 'barrier': 1}",127,1005,"{'cx': 1789, 'rz': 1222, 'sx': 314, 'x': 42, 'measure': 25, 'barrier': 1}",10674.850438370842
