subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,distance_to_avg
92,qpeexact,20,59,"{'cp': 190, 'h': 38, 'measure': 19, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,690,"{'cx': 1048, 'rz': 734, 'sx': 195, 'x': 28, 'measure': 19, 'barrier': 1}",127,686,"{'cx': 1038, 'rz': 813, 'sx': 244, 'x': 39, 'measure': 19, 'barrier': 1}",1.8297146401985100
92,qpeexact,24,65,"{'cp': 273, 'h': 46, 'measure': 23, 'swap': 11, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,751,"{'cx': 1480, 'rz': 1057, 'sx': 282, 'x': 39, 'measure': 23, 'barrier': 1}",127,903,"{'cx': 1467, 'rz': 1154, 'sx': 348, 'x': 50, 'measure': 23, 'barrier': 1}",4.17028535980149
92,qpeinexact,19,56,"{'cp': 171, 'h': 36, 'measure': 18, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,620,"{'cx': 997, 'rz': 608, 'sx': 123, 'x': 19, 'measure': 18, 'barrier': 1}",127,673,"{'cx': 987, 'rz': 629, 'sx': 143, 'x': 20, 'measure': 18, 'barrier': 1}",4.82971464019851
92,qft,27,55,"{'cp': 351, 'h': 27, 'measure': 27, 'swap': 13, 'barrier': 1}",-1,-1,{},-1,-1,{},27,731,"{'cx': 1686, 'rz': 1229, 'sx': 337, 'x': 49, 'measure': 27, 'barrier': 1}",127,641,"{'cx': 1638, 'rz': 1290, 'sx': 403, 'x': 51, 'measure': 27, 'barrier': 1}",5.82971464019851
92,qft,26,53,"{'cp': 325, 'h': 26, 'measure': 26, 'swap': 13, 'barrier': 1}",-1,-1,{},-1,-1,{},27,743,"{'cx': 1573, 'rz': 1256, 'sx': 370, 'x': 43, 'measure': 26, 'barrier': 1}",127,783,"{'cx': 1495, 'rz': 1318, 'sx': 474, 'x': 46, 'measure': 26, 'barrier': 1}",7.82971464019851
92,qftentangled,24,51,"{'cp': 276, 'h': 25, 'measure': 24, 'cx': 23, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,584,"{'cx': 1404, 'rz': 939, 'sx': 189, 'x': 31, 'measure': 24, 'barrier': 1}",127,612,"{'cx': 1412, 'rz': 988, 'sx': 213, 'x': 39, 'measure': 24, 'barrier': 1}",9.82971464019851
92,qpeinexact,16,47,"{'cp': 120, 'h': 30, 'measure': 15, 'swap': 7, 'x': 1, 'barrier': 1}",-1,-1,{},16,489,"{'cx': 652, 'rz': 506, 'sx': 152, 'x': 16, 'measure': 15, 'barrier': 1}",27,502,"{'cx': 636, 'rz': 503, 'sx': 147, 'x': 24, 'measure': 15, 'barrier': 1}",127,503,"{'cx': 587, 'rz': 494, 'sx': 142, 'x': 22, 'measure': 15, 'barrier': 1}",13.82971464019850
92,qnn,5,45,"{'cx': 44, 'p': 20, 'u2': 10, 'ry': 10, 'measure': 5, 'barrier': 1}",7,120,"{'rz': 83, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",16,120,"{'rz': 83, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",27,120,"{'rz': 84, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",127,123,"{'rz': 83, 'cx': 73, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",15.82971464019850
92,qpeinexact,26,77,"{'cp': 325, 'h': 50, 'measure': 25, 'swap': 12, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,986,"{'cx': 1786, 'rz': 1195, 'sx': 298, 'x': 43, 'measure': 25, 'barrier': 1}",127,1005,"{'cx': 1789, 'rz': 1222, 'sx': 314, 'x': 42, 'measure': 25, 'barrier': 1}",16.17028535980150
92,qft,15,31,"{'cp': 105, 'h': 15, 'measure': 15, 'swap': 7, 'barrier': 1}",-1,-1,{},16,321,"{'cx': 507, 'rz': 396, 'sx': 111, 'x': 23, 'measure': 15, 'barrier': 1}",27,371,"{'cx': 533, 'rz': 376, 'sx': 99, 'measure': 15, 'x': 14, 'barrier': 1}",127,330,"{'cx': 512, 'rz': 437, 'sx': 155, 'x': 22, 'measure': 15, 'barrier': 1}",29.82971464019850
92,twolocalrandom,7,30,"{'cx': 63, 'ry': 28, 'measure': 7, 'barrier': 1}",7,171,"{'cx': 147, 'rz': 114, 'sx': 85, 'measure': 7, 'x': 4, 'barrier': 1}",16,167,"{'cx': 153, 'rz': 139, 'sx': 107, 'measure': 7, 'x': 5, 'barrier': 1}",27,162,"{'cx': 142, 'rz': 108, 'sx': 88, 'measure': 7, 'x': 5, 'barrier': 1}",127,169,"{'cx': 168, 'rz': 75, 'sx': 68, 'measure': 7, 'x': 1, 'barrier': 1}",30.82971464019850
92,qpeinexact,10,29,"{'cp': 45, 'h': 18, 'measure': 9, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,243,"{'cx': 230, 'rz': 169, 'sx': 36, 'measure': 9, 'x': 6, 'barrier': 1}",27,243,"{'cx': 207, 'rz': 192, 'sx': 63, 'x': 13, 'measure': 9, 'barrier': 1}",127,248,"{'cx': 225, 'rz': 171, 'sx': 40, 'measure': 9, 'x': 7, 'barrier': 1}",31.82971464019850
92,qftentangled,12,27,"{'cp': 66, 'h': 13, 'measure': 12, 'cx': 11, 'swap': 6, 'barrier': 1}",-1,-1,{},16,316,"{'cx': 370, 'rz': 244, 'sx': 69, 'x': 19, 'measure': 12, 'barrier': 1}",27,289,"{'cx': 336, 'rz': 270, 'sx': 89, 'x': 20, 'measure': 12, 'barrier': 1}",127,287,"{'cx': 350, 'rz': 277, 'sx': 82, 'x': 15, 'measure': 12, 'barrier': 1}",33.82971464019850
92,qnn,10,95,"{'cx': 189, 'p': 90, 'u2': 20, 'ry': 20, 'measure': 10, 'barrier': 1}",-1,-1,{},16,297,"{'cx': 381, 'rz': 286, 'sx': 137, 'x': 13, 'measure': 10, 'barrier': 1}",27,284,"{'cx': 400, 'rz': 231, 'sx': 106, 'measure': 10, 'x': 8, 'barrier': 1}",127,324,"{'cx': 393, 'rz': 247, 'sx': 109, 'x': 10, 'measure': 10, 'barrier': 1}",34.17028535980150
92,twolocalrandom,6,26,"{'cx': 45, 'ry': 24, 'measure': 6, 'barrier': 1}",7,122,"{'cx': 108, 'rz': 56, 'sx': 53, 'measure': 6, 'x': 2, 'barrier': 1}",16,114,"{'cx': 90, 'rz': 81, 'sx': 69, 'measure': 6, 'x': 2, 'barrier': 1}",27,112,"{'cx': 94, 'rz': 73, 'sx': 61, 'measure': 6, 'x': 3, 'barrier': 1}",127,107,"{'cx': 96, 'rz': 65, 'sx': 60, 'measure': 6, 'x': 1, 'barrier': 1}",34.82971464019850
92,qftentangled,11,25,"{'cp': 55, 'h': 12, 'measure': 11, 'cx': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,259,"{'cx': 290, 'rz': 204, 'sx': 60, 'measure': 11, 'x': 7, 'barrier': 1}",27,272,"{'cx': 275, 'rz': 242, 'sx': 92, 'x': 16, 'measure': 11, 'barrier': 1}",127,235,"{'cx': 271, 'rz': 240, 'sx': 84, 'x': 14, 'measure': 11, 'barrier': 1}",35.82971464019850
92,ghz,23,24,"{'measure': 23, 'cx': 22, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,73,"{'cx': 50, 'rz': 24, 'measure': 23, 'sx': 17, 'x': 1, 'barrier': 1}",127,26,"{'measure': 23, 'cx': 22, 'rz': 2, 'sx': 1, 'barrier': 1}",36.82971464019850
92,twolocalrandom,24,98,"{'cx': 828, 'ry': 96, 'measure': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},27,938,"{'cx': 2768, 'rz': 857, 'sx': 591, 'x': 51, 'measure': 24, 'barrier': 1}",127,972,"{'cx': 2823, 'rz': 814, 'sx': 588, 'x': 29, 'measure': 24, 'barrier': 1}",37.17028535980150
92,qftentangled,9,21,"{'cp': 36, 'h': 10, 'measure': 9, 'cx': 8, 'swap': 4, 'barrier': 1}",-1,-1,{},16,187,"{'cx': 196, 'rz': 124, 'sx': 26, 'measure': 9, 'x': 4, 'barrier': 1}",27,186,"{'cx': 176, 'rz': 147, 'sx': 50, 'x': 10, 'measure': 9, 'barrier': 1}",127,179,"{'cx': 175, 'rz': 151, 'sx': 54, 'x': 10, 'measure': 9, 'barrier': 1}",39.82971464019850
92,qpeinexact,7,20,"{'cp': 21, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,130,"{'cx': 103, 'rz': 78, 'sx': 16, 'measure': 6, 'x': 2, 'barrier': 1}",16,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",27,131,"{'rz': 93, 'cx': 89, 'sx': 29, 'x': 6, 'measure': 6, 'barrier': 1}",127,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",40.82971464019850
92,realamprandom,25,102,"{'cx': 900, 'ry': 100, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,945,"{'cx': 3044, 'rz': 1077, 'sx': 770, 'x': 56, 'measure': 25, 'barrier': 1}",127,831,"{'cx': 2638, 'rz': 1011, 'sx': 684, 'x': 88, 'measure': 25, 'barrier': 1}",41.17028535980150
92,ae,18,102,"{'cp': 136, 'cx': 34, 'u': 18, 'measure': 18, 'u2': 17, 'u3': 17, 'h': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,606,"{'cx': 676, 'rz': 629, 'sx': 230, 'x': 27, 'measure': 18, 'barrier': 1}",127,564,"{'cx': 648, 'rz': 638, 'sx': 233, 'x': 22, 'measure': 18, 'barrier': 1}",41.17028535980150
92,qpeinexact,6,17,"{'cp': 15, 'h': 10, 'measure': 5, 'swap': 2, 'x': 1, 'barrier': 1}",7,96,"{'rz': 65, 'cx': 54, 'sx': 20, 'measure': 5, 'x': 4, 'barrier': 1}",16,93,"{'rz': 61, 'cx': 56, 'sx': 17, 'measure': 5, 'x': 3, 'barrier': 1}",27,93,"{'rz': 61, 'cx': 56, 'sx': 17, 'measure': 5, 'x': 3, 'barrier': 1}",127,94,"{'rz': 64, 'cx': 54, 'sx': 20, 'measure': 5, 'x': 4, 'barrier': 1}",43.82971464019850
92,ghz,15,16,"{'measure': 15, 'cx': 14, 'h': 1, 'barrier': 1}",-1,-1,{},16,34,"{'rz': 16, 'cx': 16, 'measure': 15, 'sx': 9, 'x': 2, 'barrier': 1}",27,18,"{'measure': 15, 'cx': 14, 'rz': 2, 'sx': 1, 'barrier': 1}",127,18,"{'measure': 15, 'cx': 14, 'rz': 2, 'sx': 1, 'barrier': 1}",44.82971464019850
92,qpeexact,6,15,"{'cp': 14, 'h': 10, 'measure': 5, 'swap': 2, 'x': 1, 'barrier': 1}",7,85,"{'rz': 64, 'cx': 57, 'sx': 22, 'measure': 5, 'x': 3, 'barrier': 1}",16,78,"{'rz': 57, 'cx': 47, 'sx': 18, 'measure': 5, 'x': 2, 'barrier': 1}",27,77,"{'rz': 56, 'cx': 47, 'sx': 17, 'measure': 5, 'x': 3, 'barrier': 1}",127,77,"{'rz': 57, 'cx': 47, 'sx': 18, 'measure': 5, 'x': 2, 'barrier': 1}",45.82971464019850
93,qpeexact,21,62,"{'cp': 210, 'h': 40, 'measure': 20, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,669,"{'cx': 1191, 'rz': 775, 'sx': 174, 'x': 26, 'measure': 20, 'barrier': 1}",127,728,"{'cx': 1163, 'rz': 855, 'sx': 253, 'x': 35, 'measure': 20, 'barrier': 1}",1.1702853598014900
93,twolocalrandom,13,54,"{'cx': 234, 'ry': 52, 'measure': 13, 'barrier': 1}",-1,-1,{},16,508,"{'cx': 904, 'rz': 291, 'sx': 215, 'measure': 13, 'x': 7, 'barrier': 1}",27,464,"{'cx': 758, 'rz': 334, 'sx': 246, 'x': 16, 'measure': 13, 'barrier': 1}",127,398,"{'cx': 749, 'rz': 223, 'sx': 179, 'measure': 13, 'x': 9, 'barrier': 1}",6.82971464019851
93,qftentangled,24,51,"{'cp': 276, 'h': 25, 'measure': 24, 'cx': 23, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,584,"{'cx': 1404, 'rz': 939, 'sx': 189, 'x': 31, 'measure': 24, 'barrier': 1}",127,612,"{'cx': 1412, 'rz': 988, 'sx': 213, 'x': 39, 'measure': 24, 'barrier': 1}",9.82971464019851
93,qftentangled,23,49,"{'cp': 253, 'h': 24, 'measure': 23, 'cx': 22, 'swap': 11, 'barrier': 1}",-1,-1,{},-1,-1,{},27,470,"{'cx': 1332, 'rz': 787, 'sx': 64, 'measure': 23, 'x': 9, 'barrier': 1}",127,541,"{'cx': 1319, 'rz': 896, 'sx': 168, 'measure': 23, 'x': 16, 'barrier': 1}",11.82971464019850
93,qpeexact,16,47,"{'cp': 120, 'h': 30, 'measure': 15, 'swap': 7, 'x': 1, 'barrier': 1}",-1,-1,{},16,481,"{'cx': 628, 'rz': 491, 'sx': 158, 'measure': 15, 'x': 12, 'barrier': 1}",27,496,"{'cx': 661, 'rz': 511, 'sx': 168, 'x': 19, 'measure': 15, 'barrier': 1}",127,457,"{'cx': 614, 'rz': 476, 'sx': 126, 'x': 17, 'measure': 15, 'barrier': 1}",13.82971464019850
93,qnn,5,45,"{'cx': 44, 'p': 20, 'u2': 10, 'ry': 10, 'measure': 5, 'barrier': 1}",7,120,"{'rz': 83, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",16,120,"{'rz': 83, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",27,120,"{'rz': 84, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",127,123,"{'rz': 83, 'cx': 73, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",15.82971464019850
93,twolocalrandom,20,82,"{'cx': 570, 'ry': 80, 'measure': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,425,"{'cx': 1458, 'rz': 423, 'sx': 312, 'x': 29, 'measure': 20, 'barrier': 1}",127,473,"{'cx': 1464, 'rz': 551, 'sx': 400, 'x': 32, 'measure': 20, 'barrier': 1}",21.17028535980150
93,qnn,9,85,"{'cx': 152, 'p': 72, 'u2': 18, 'ry': 18, 'measure': 9, 'barrier': 1}",-1,-1,{},16,273,"{'cx': 292, 'rz': 235, 'sx': 112, 'x': 14, 'measure': 9, 'barrier': 1}",27,229,"{'cx': 324, 'rz': 173, 'sx': 76, 'measure': 9, 'x': 3, 'barrier': 1}",127,236,"{'cx': 324, 'rz': 176, 'sx': 79, 'measure': 9, 'x': 2, 'barrier': 1}",24.17028535980150
93,qnn,4,35,"{'cx': 27, 'p': 12, 'u2': 8, 'ry': 8, 'measure': 4, 'barrier': 1}",7,76,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",16,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",27,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",127,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",25.82971464019850
93,qpeexact,11,32,"{'cp': 55, 'h': 20, 'measure': 10, 'swap': 5, 'x': 1, 'barrier': 1}",-1,-1,{},16,306,"{'cx': 284, 'rz': 223, 'sx': 68, 'x': 13, 'measure': 10, 'barrier': 1}",27,288,"{'cx': 285, 'rz': 210, 'sx': 51, 'measure': 10, 'x': 8, 'barrier': 1}",127,265,"{'cx': 260, 'rz': 215, 'sx': 60, 'measure': 10, 'x': 9, 'barrier': 1}",28.82971464019850
93,su2random,22,90,"{'cx': 693, 'u3': 88, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,614,"{'cx': 1598, 'rz': 1541, 'sx': 1047, 'x': 80, 'measure': 22, 'barrier': 1}",127,543,"{'cx': 2141, 'rz': 182, 'sx': 179, 'measure': 22, 'x': 1, 'barrier': 1}",29.17028535980150
93,qftentangled,14,31,"{'cp': 91, 'h': 15, 'measure': 14, 'cx': 13, 'swap': 7, 'barrier': 1}",-1,-1,{},16,317,"{'cx': 452, 'rz': 401, 'sx': 155, 'x': 22, 'measure': 14, 'barrier': 1}",27,351,"{'cx': 473, 'rz': 361, 'sx': 121, 'x': 23, 'measure': 14, 'barrier': 1}",127,332,"{'cx': 458, 'rz': 402, 'sx': 155, 'x': 21, 'measure': 14, 'barrier': 1}",29.82971464019850
93,dj,27,29,"{'u2': 27, 'h': 26, 'cx': 26, 'measure': 26, 'barrier': 1}",-1,-1,{},-1,-1,{},27,119,"{'rz': 101, 'cx': 94, 'sx': 56, 'measure': 26, 'x': 2, 'barrier': 1}",127,116,"{'rz': 103, 'cx': 77, 'sx': 57, 'measure': 26, 'x': 6, 'barrier': 1}",31.82971464019850
93,qft,13,27,"{'cp': 78, 'h': 13, 'measure': 13, 'swap': 6, 'barrier': 1}",-1,-1,{},16,275,"{'cx': 384, 'rz': 342, 'sx': 123, 'x': 17, 'measure': 13, 'barrier': 1}",27,303,"{'cx': 402, 'rz': 285, 'sx': 73, 'x': 13, 'measure': 13, 'barrier': 1}",127,295,"{'cx': 387, 'rz': 319, 'sx': 109, 'x': 15, 'measure': 13, 'barrier': 1}",33.82971464019850
93,su2random,6,26,"{'cx': 45, 'u3': 24, 'measure': 6, 'barrier': 1}",7,110,"{'cx': 94, 'rz': 79, 'sx': 66, 'measure': 6, 'x': 3, 'barrier': 1}",16,119,"{'cx': 106, 'rz': 58, 'sx': 54, 'measure': 6, 'barrier': 1}",27,110,"{'rz': 101, 'cx': 86, 'sx': 80, 'measure': 6, 'barrier': 1}",127,103,"{'rz': 99, 'cx': 82, 'sx': 76, 'measure': 6, 'x': 4, 'barrier': 1}",34.82971464019850
93,qpeinexact,8,23,"{'cp': 28, 'h': 14, 'measure': 7, 'swap': 3, 'x': 1, 'barrier': 1}",-1,-1,{},16,149,"{'cx': 114, 'rz': 108, 'sx': 29, 'measure': 7, 'x': 5, 'barrier': 1}",27,149,"{'cx': 114, 'rz': 112, 'sx': 29, 'measure': 7, 'x': 4, 'barrier': 1}",127,167,"{'cx': 133, 'rz': 102, 'sx': 21, 'measure': 7, 'x': 2, 'barrier': 1}",37.82971464019850
93,dj,19,21,"{'u2': 21, 'cx': 18, 'measure': 18, 'h': 16, 'barrier': 1}",-1,-1,{},-1,-1,{},27,64,"{'rz': 65, 'cx': 42, 'sx': 38, 'measure': 18, 'x': 1, 'barrier': 1}",127,69,"{'rz': 70, 'sx': 41, 'cx': 40, 'measure': 18, 'x': 3, 'barrier': 1}",39.82971464019850
93,ghz,20,21,"{'measure': 20, 'cx': 19, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,23,"{'measure': 20, 'cx': 19, 'rz': 2, 'sx': 1, 'barrier': 1}",127,23,"{'measure': 20, 'cx': 19, 'rz': 2, 'sx': 1, 'barrier': 1}",39.82971464019850
93,ghz,19,20,"{'measure': 19, 'cx': 18, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,22,"{'measure': 19, 'cx': 18, 'rz': 2, 'sx': 1, 'barrier': 1}",127,22,"{'measure': 19, 'cx': 18, 'rz': 2, 'sx': 1, 'barrier': 1}",40.82971464019850
93,qft,9,19,"{'cp': 36, 'h': 9, 'measure': 9, 'swap': 4, 'barrier': 1}",-1,-1,{},16,148,"{'cx': 165, 'rz': 129, 'sx': 33, 'x': 10, 'measure': 9, 'barrier': 1}",27,159,"{'cx': 163, 'rz': 130, 'sx': 37, 'measure': 9, 'x': 7, 'barrier': 1}",127,166,"{'cx': 164, 'rz': 137, 'sx': 41, 'x': 10, 'measure': 9, 'barrier': 1}",41.82971464019850
93,su2random,4,18,"{'cx': 18, 'u3': 16, 'measure': 4, 'barrier': 1}",7,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",16,61,"{'sx': 32, 'rz': 32, 'cx': 32, 'measure': 4, 'barrier': 1}",27,55,"{'sx': 32, 'rz': 32, 'cx': 30, 'measure': 4, 'barrier': 1}",127,67,"{'cx': 34, 'sx': 32, 'rz': 32, 'measure': 4, 'barrier': 1}",42.82971464019850
93,dj,10,12,"{'u2': 13, 'cx': 9, 'measure': 9, 'h': 6, 'barrier': 1}",-1,-1,{},16,34,"{'rz': 37, 'sx': 21, 'cx': 16, 'measure': 9, 'x': 4, 'barrier': 1}",27,41,"{'rz': 37, 'sx': 22, 'cx': 18, 'measure': 9, 'x': 3, 'barrier': 1}",127,37,"{'rz': 33, 'cx': 25, 'sx': 19, 'measure': 9, 'barrier': 1}",48.82971464019850
93,su2random,27,110,"{'cx': 1053, 'u3': 108, 'measure': 27, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1112,"{'cx': 3621, 'rz': 1213, 'sx': 828, 'x': 79, 'measure': 27, 'barrier': 1}",127,967,"{'cx': 3125, 'rz': 1557, 'sx': 1057, 'x': 123, 'measure': 27, 'barrier': 1}",49.17028535980150
93,twolocalrandom,27,110,"{'cx': 1053, 'ry': 108, 'measure': 27, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1015,"{'cx': 3547, 'rz': 1174, 'sx': 815, 'x': 59, 'measure': 27, 'barrier': 1}",127,681,"{'cx': 3188, 'rz': 340, 'sx': 294, 'measure': 27, 'x': 9, 'barrier': 1}",49.17028535980150
93,twolocalrandom,2,8,"{'ry': 8, 'cx': 3, 'measure': 2, 'barrier': 1}",7,14,"{'rz': 9, 'sx': 8, 'cx': 3, 'measure': 2, 'barrier': 1}",16,14,"{'rz': 9, 'sx': 8, 'cx': 3, 'measure': 2, 'barrier': 1}",27,14,"{'rz': 9, 'sx': 8, 'cx': 3, 'measure': 2, 'barrier': 1}",127,15,"{'rz': 10, 'sx': 8, 'cx': 3, 'measure': 2, 'barrier': 1}",52.82971464019850
93,dj,4,6,"{'u2': 5, 'cx': 3, 'measure': 3, 'h': 2, 'barrier': 1}",7,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}",16,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}",27,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}",127,9,"{'rz': 11, 'sx': 7, 'cx': 3, 'measure': 3, 'barrier': 1}",54.82971464019850
94,qpeexact,21,62,"{'cp': 210, 'h': 40, 'measure': 20, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,669,"{'cx': 1191, 'rz': 775, 'sx': 174, 'x': 26, 'measure': 20, 'barrier': 1}",127,728,"{'cx': 1163, 'rz': 855, 'sx': 253, 'x': 35, 'measure': 20, 'barrier': 1}",1.1702853598014900
94,qpeexact,20,59,"{'cp': 190, 'h': 38, 'measure': 19, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,690,"{'cx': 1048, 'rz': 734, 'sx': 195, 'x': 28, 'measure': 19, 'barrier': 1}",127,686,"{'cx': 1038, 'rz': 813, 'sx': 244, 'x': 39, 'measure': 19, 'barrier': 1}",1.8297146401985100
94,twolocalrandom,14,58,"{'cx': 273, 'ry': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,298,"{'cx': 686, 'rz': 294, 'sx': 219, 'measure': 14, 'x': 3, 'barrier': 1}",27,473,"{'cx': 896, 'rz': 293, 'sx': 221, 'measure': 14, 'x': 10, 'barrier': 1}",127,376,"{'cx': 780, 'rz': 350, 'sx': 258, 'x': 23, 'measure': 14, 'barrier': 1}",2.8297146401985100
94,qpeinexact,22,65,"{'cp': 231, 'h': 42, 'measure': 21, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,839,"{'cx': 1273, 'rz': 907, 'sx': 249, 'x': 33, 'measure': 21, 'barrier': 1}",127,787,"{'cx': 1289, 'rz': 982, 'sx': 285, 'x': 43, 'measure': 21, 'barrier': 1}",4.17028535980149
94,qpeinexact,19,56,"{'cp': 171, 'h': 36, 'measure': 18, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,620,"{'cx': 997, 'rz': 608, 'sx': 123, 'x': 19, 'measure': 18, 'barrier': 1}",127,673,"{'cx': 987, 'rz': 629, 'sx': 143, 'x': 20, 'measure': 18, 'barrier': 1}",4.82971464019851
94,realamprandom,16,66,"{'cx': 360, 'ry': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,543,"{'cx': 1207, 'rz': 368, 'sx': 270, 'measure': 16, 'x': 7, 'barrier': 1}",27,505,"{'cx': 1099, 'rz': 428, 'sx': 314, 'x': 24, 'measure': 16, 'barrier': 1}",127,574,"{'cx': 1218, 'rz': 430, 'sx': 314, 'x': 17, 'measure': 16, 'barrier': 1}",5.17028535980149
94,twolocalrandom,17,70,"{'cx': 408, 'ry': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,438,"{'cx': 1027, 'rz': 664, 'sx': 475, 'x': 25, 'measure': 17, 'barrier': 1}",127,566,"{'cx': 1323, 'rz': 546, 'sx': 389, 'x': 37, 'measure': 17, 'barrier': 1}",9.17028535980149
94,realamprandom,12,50,"{'cx': 198, 'ry': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,417,"{'cx': 721, 'rz': 297, 'sx': 227, 'measure': 12, 'x': 7, 'barrier': 1}",27,409,"{'cx': 671, 'rz': 199, 'sx': 166, 'measure': 12, 'x': 5, 'barrier': 1}",127,281,"{'cx': 455, 'rz': 383, 'sx': 278, 'x': 19, 'measure': 12, 'barrier': 1}",10.82971464019850
94,qpeinexact,26,77,"{'cp': 325, 'h': 50, 'measure': 25, 'swap': 12, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,986,"{'cx': 1786, 'rz': 1195, 'sx': 298, 'x': 43, 'measure': 25, 'barrier': 1}",127,1005,"{'cx': 1789, 'rz': 1222, 'sx': 314, 'x': 42, 'measure': 25, 'barrier': 1}",16.17028535980150
94,qpeinexact,27,80,"{'cp': 351, 'h': 52, 'measure': 26, 'swap': 13, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,920,"{'cx': 1853, 'rz': 1293, 'sx': 343, 'x': 49, 'measure': 26, 'barrier': 1}",127,938,"{'cx': 2032, 'rz': 1194, 'sx': 267, 'x': 41, 'measure': 26, 'barrier': 1}",19.17028535980150
94,qpeinexact,12,35,"{'cp': 66, 'h': 22, 'measure': 11, 'swap': 5, 'x': 1, 'barrier': 1}",-1,-1,{},16,333,"{'cx': 328, 'rz': 304, 'sx': 105, 'x': 18, 'measure': 11, 'barrier': 1}",27,350,"{'cx': 327, 'rz': 255, 'sx': 69, 'x': 11, 'measure': 11, 'barrier': 1}",127,366,"{'cx': 322, 'rz': 264, 'sx': 71, 'x': 13, 'measure': 11, 'barrier': 1}",25.82971464019850
94,qpeexact,11,32,"{'cp': 55, 'h': 20, 'measure': 10, 'swap': 5, 'x': 1, 'barrier': 1}",-1,-1,{},16,306,"{'cx': 284, 'rz': 223, 'sx': 68, 'x': 13, 'measure': 10, 'barrier': 1}",27,288,"{'cx': 285, 'rz': 210, 'sx': 51, 'measure': 10, 'x': 8, 'barrier': 1}",127,265,"{'cx': 260, 'rz': 215, 'sx': 60, 'measure': 10, 'x': 9, 'barrier': 1}",28.82971464019850
